"Riffell Lab",7/19/2018
"Timezone",-7

"Serial No.","6700000048751741"
"Location:",""
"High temperature limit (°C)",30.1
"Low temperature limit (°C)",0.02
"High humidity limit (°C)",80
"Low humidity limit (°C)",40.1
43296.59446,24.2870,49.24
43296.59654,24.2870,49.78
43296.59862,24.2870,49.40
43296.60071,24.3495,49.13
43296.60279,24.3495,49.48
43296.60487,24.3495,49.33
43296.60696,24.3495,48.98
43296.60904,24.4120,48.98
43296.61112,24.4120,49.64
43296.61321,24.4120,49.06
43296.61529,24.4120,49.22
43296.61737,24.4745,49.92
43296.61946,24.4745,49.18
43296.62154,24.4745,49.45
43296.62362,24.4745,49.15
43296.62571,24.5370,49.62
43296.62779,24.5370,48.92
43296.62987,24.5370,48.84
43296.63196,24.5370,49.38
43296.63404,24.5370,48.69
43296.63612,24.5370,48.76
43296.63821,24.5370,48.96
43296.64029,24.5370,49.50
43296.64237,24.5995,48.61
43296.64446,24.5995,49.54
43296.64654,24.5995,49.20
43296.64862,24.5995,49.04
43296.65071,24.5995,49.66
43296.65279,24.5995,49.08
43296.65487,24.5995,49.20
43296.65696,24.5995,49.85
43296.65904,24.5995,49.08
43296.66112,24.5995,49.00
43296.66321,24.5995,49.00
43296.66529,24.5995,49.16
43296.66737,24.5995,50.09
43296.66946,24.5995,49.23
43296.67154,24.5995,49.20
43296.67362,24.5995,49.31
43296.67571,24.5995,49.23
43296.67779,24.5995,49.35
43296.67987,24.5995,49.81
43296.68196,24.6621,49.47
43296.68404,24.6621,49.55
43296.68612,24.6621,49.55
43296.68821,24.6621,49.47
43296.69029,24.6621,50.13
43296.69237,24.6621,49.36
43296.69446,24.6621,49.28
43296.69654,24.6621,49.01
43296.69862,24.6621,49.40
43296.70071,24.6621,49.05
43296.70279,24.6621,49.24
43296.70487,24.6621,49.63
43296.70696,24.6621,49.09
43296.70904,24.6621,49.47
43296.71112,24.6621,49.67
43296.71321,24.6621,48.54
43296.71529,24.6621,49.67
43296.71737,24.6621,49.12
43296.71946,24.6621,49.32
43296.72154,24.6621,49.16
43296.72362,24.6621,49.36
43296.72571,24.6621,49.71
43296.72779,24.7246,49.13
43296.72987,24.7246,50.33
43296.73196,24.7246,49.17
43296.73404,24.7246,49.60
43296.73612,24.7246,49.79
43296.73821,24.7246,50.44
43296.74029,24.7246,50.68
43296.74237,24.7246,49.75
43296.74446,24.7246,50.21
43296.74654,24.7246,49.36
43296.74862,24.7246,49.98
43296.75071,24.7871,49.76
43296.75279,24.7871,49.79
43296.75487,24.7871,50.10
43296.75696,24.7871,49.64
43296.75904,24.7871,49.95
43296.76112,24.7871,49.64
43296.76321,24.7871,49.99
43296.76529,24.7871,49.52
43296.76737,24.8496,50.11
43296.76946,24.7871,49.95
43296.77154,24.8496,49.80
43296.77362,24.8496,49.88
43296.77571,24.8496,50.26
43296.77779,24.8496,49.95
43296.77987,24.8496,49.84
43296.78196,24.8496,49.84
43296.78404,24.8496,49.88
43296.78612,24.8496,49.76
43296.78821,24.8496,49.57
43296.79029,24.8496,50.22
43296.79237,24.8496,50.30
43296.79446,24.9121,50.00
43296.79654,24.9121,49.85
43296.79862,24.9121,50.12
43296.80071,24.9121,49.57
43296.80279,24.9121,50.08
43296.80487,24.9121,50.00
43296.80696,24.9121,50.00
43296.80904,24.9121,49.46
43296.81112,24.9121,49.50
43296.81321,24.9121,50.23
43296.81529,24.9121,49.65
43296.81737,24.9746,49.70
43296.81946,24.9121,49.54
43296.82154,24.9746,50.01
43296.82362,24.9746,49.81
43296.82571,24.9746,50.04
43296.82779,24.9746,49.81
43296.82987,24.9746,49.81
43296.83196,24.9746,49.43
43296.83404,24.9746,49.97
43296.83612,24.9746,50.04
43296.83821,24.9746,49.77
43296.84029,24.9746,49.85
43296.84237,24.9746,49.93
43296.84446,24.9746,50.04
43296.84654,24.9746,50.28
43296.84862,24.9746,50.20
43296.85071,24.9746,50.01
43296.85279,24.9746,49.19
43296.85487,24.9746,49.27
43296.85696,24.9746,49.19
43296.85904,25.0371,49.55
43296.86112,24.9746,49.74
43296.86321,25.0371,50.05
43296.86529,25.0371,49.32
43296.86737,24.9746,49.12
43296.86946,25.0371,50.13
43296.87154,24.9746,49.70
43296.87362,25.0371,49.16
43296.87571,24.9746,49.66
43296.87779,25.0371,49.55
43296.87987,25.0371,49.08
43296.88196,25.0371,49.47
43296.88404,25.0371,49.39
43296.88612,25.0371,49.63
43296.88821,25.0371,49.63
43296.89029,25.0371,49.90
43296.89237,25.0371,49.70
43296.89446,25.0371,49.55
43296.89654,25.0371,48.97
43296.89862,25.0371,49.47
43296.90071,25.0371,49.35
43296.90279,25.0371,49.32
43296.90487,24.9746,49.89
43296.90696,24.9746,49.19
43296.90904,24.9746,48.96
43296.91112,24.9746,49.50
43296.91321,24.9746,49.08
43296.91529,24.9746,49.58
43296.91737,24.9746,48.73
43296.91946,24.9746,49.43
43296.92154,24.9746,48.96
43296.92362,24.9746,48.38
43296.92571,24.9746,48.77
43296.92779,24.9746,48.61
43296.92987,24.9121,48.37
43296.93196,24.9121,48.18
43296.93404,24.9121,48.45
43296.93612,24.9121,47.98
43296.93821,24.9121,47.71
43296.94029,24.9121,47.05
43296.94237,24.8496,47.51
43296.94446,24.8496,47.32
43296.94654,24.8496,47.28
43296.94862,24.8496,46.81
43296.95071,24.8496,47.28
43296.95279,24.8496,46.49
43296.95487,24.7871,46.29
43296.95696,24.7871,46.80
43296.95904,24.7871,46.53
43296.96112,24.7871,46.76
43296.96321,24.7871,46.33
43296.96529,24.7871,45.70
43296.96737,24.7246,46.44
43296.96946,24.7246,46.72
43296.97154,24.7246,45.66
43296.97362,24.7246,45.97
43296.97571,24.7246,44.59
43296.97779,24.6621,46.00
43296.97987,24.6621,45.61
43296.98196,24.6621,45.81
43296.98404,24.6621,46.24
43296.98612,24.5995,45.09
43296.98821,24.5995,45.41
43296.99029,24.5995,45.53
43296.99237,24.5995,45.45
43296.99446,24.5995,45.45
43296.99654,24.5370,45.52
43296.99862,24.5370,45.09
43297.00071,24.5370,45.72
43297.00279,24.5370,45.52
43297.00487,24.5370,45.09
43297.00696,24.4745,45.12
43297.00904,24.4745,45.59
43297.01112,24.4745,45.55
43297.01321,24.4745,46.18
43297.01529,24.4745,45.59
43297.01737,24.4745,45.24
43297.01946,24.4120,45.35
43297.02154,24.4120,45.47
-end-
